"refid","field1","field2","field3","field4","field5","field6","field7","field8","field9","field10","field11","field12","field13","field14","field15","field16","field17","field18","field19","field20","field21","field22","field23","field24","field25","field26","field27","field28","field29","field30","field31","field32","field33","field34","field35","field36","field37","field38","field39","field40","field41"
512,,,,2005,"dec 24: Firefighters contain Sommersby blaze",,"abc online",,,,,,,,,,,,,,,,,,,,,"media","Firefighters in New South Wales have contained a fast-moving bushfire in the Sommersby area north of Sydney.

The blaze broke out between the Brisbane Water National Park and west Gosford this afternoon.

Water bombing helicopters helped 100 firefighters on the ground who backburned to protect 10 homes and factories in the area.

Cameron Wade from the New South Wales Rural Fire Service says water bombing helicopters were also sent to a fire in the Lake Macquarie area.

""At the moment the fire in the Lake Macquaire area is still burning, but fire crews have taken the night off at this point in time as there is no real danger with that fire,"" he said. 

""There had been some water bombing helicopters working on containment lines as well as a number of volunteer crews from the rural fire service. 

""There will be a crew watching that from a distance but fresh volunteers will be put on that fire first thing tomorrow morning.""",,,,,,,,,,"http://www.abc.net.au/cgi-bin/common/printfriendly.pl?http://www.abc.net.au/news/newsitems/200512/s1537691.htm",,
591,,,,2009,"Feb 7: Sydney shrouded in bushfire smoke",,"news.com.au",,,,,,,,,,,,,,,,,,,,,"media","SWELTERING summer conditions in Sydney have been made alarmingly worse by choking smoke from a bushfire on the New South Wales Central Coast.

Smoke from a blaze that has destroyed more than 180ha near Lake Macquarie has been blown south into the city by northerly winds that have brought hot and dry conditions to much of the state. 

The fire broke out near Catherine Hill Bay yesterday afternoon and is expected to double in size, says the Rural Fire Service (RFS). 

""Because we have a northerly wind, that actually blew right down into the Sydney basin late last night and has put up a huge amount of smoke,"" RFS spokeswoman Rebel Talbert said. 

""People can expect it (to stay) for Saturday and Sunday until we get that strong southerly change that we're expecting late Sunday night."" 

No homes are so far under threat but a number of spot fires have flared up behind containment lines and traffic in the area along the Pacific Highway may be affected, Ms Talbert said. 

About 60 firefighters are battling the blaze, helped by a number of waterbombing aircraft. 

""It's a large fire and it's going to take them a while to contain it,"" Ms Talbert said. 

Health authorities have warned Sydney residents to take precautions as temperatures soar over the weekend into the mid-30s in the city and as high as the mid-40's in the city's west and across the state.",,,,,,,,,,"http://www.news.com.au/couriermail/story/0,23739,25020087-5003402,00.html",,
513,,,,2005,"Dec 31: Australian bushfires destroy homes",,"swissinfo.ch",,,,,,,,,,,,,,,,,,,,,"media","SYDNEY (Reuters) - Raging bushfires destroyed several homes and threatened others north of Sydney on Sunday as scorching temperatures and dry winds fanned fires across southeastern Australia.

Temperatures reached up to 44 degrees Celsius (111 F) in some areas, and firefighters were battling scores of blazes, although authorities said cooler weather and rain had brought relief to South Australia and Victoria.

In New South Wales, Australia's most populous state, residents were evacuated from two small communities near Gosford, about 60 km (37 miles) north of Sydney, where three homes and some vehicles were destroyed by flames more than 20 metres (65 ft) high.

""Black smoke covering the sun, just scorching hot, 44 degrees. It's burning up here,"" Mitchell, a local resident told Australian Broadcasting Corp. radio.

Major roads leading north from Sydney, Australia's biggest city, were closed, disrupting holidaymakers. Serious fires and evacuations were reported in several other areas, and one man was airlifted to hospital with burns after a fire in western New South Wales.

Thousands of firefighters were put on high alert before the extreme weather conditions and a ban on lighting fires in the open was in effect across New South Wales, much of Victoria and South Australia.

""The fires are widespread and breaking out right across the state,"" said New South Wales Rural Fire Service spokesperson Rebel Talbert.

GUSTS

A southerly cool change swept through Sydney late in the evening, bringing wind gusts of up to 110 km an hour, but was expected to help firefighters contain blazes on Monday.

In western Victoria, where a large bushfire destroyed seven homes near Stawell late on Saturday, rain helped firefighters contain the blaze that burnt out about 9,000 hectares (22,000 acres) of scrub and farmland.

Australia is scarred by bushfires every summer and every few years bushfires blaze into major cities which have fingers of bushland weaving through suburbs.

In January 2004, the deadliest bushfires in 22 years killed nine people and injured dozens in South Australia. The blazes were the worst since Ash Wednesday bushfires claimed 75 lives in South Australia and Victoria in 1983.

In 2003, bushfires destroyed a slice of Australia nearly three times the size of Britain, fuelled by one of the worst droughts in a century. Four people were killed and 530 homes destroyed when fire swept through the capital, Canberra, that year.

In 2002 and 1994, bushfires destroyed scores of homes in Sydney.",,,,,,,,,,"http://www.swissinfo.ch/eng/index.html?siteSect=143&sid=6354001&cKey=1136074821000",,
760,,,,2003,"nov 15: aerosol corroborates with a modis spot in newcastle on 16th
12:52 PM Smoke and dust look pretty much the same and the dust in the atmosphere on a dusty day is going to dominate the data
  If you have other reasons to suspect that there is some biomass, then I'd call it possible biomass. A fire with visible plume on MODIS is def biomass.
12:56 PM me: talia says MODIS has no visible plume over sydney, but also there was cloud cover. I will go with 'possible biomass'",,"TOMS",,,,,,,,,,,,,,,,,,,,,"toms","Looks like dust Again, but There could be some biomass mixed in.  the whole of Australia is blanketed in aerosol. sarah.b.henderson: There could be HUGE files on a dusty day and I wouldn't be able to tell.
  TOMS doesn't distinguish between aerosol types very well.
12:52 PM Smoke and dust look pretty much the same and the dust in the atmosphere on a dusty day is going to dominate the data
  If you have other reasons to suspect that there is some biomass, then I'd call it possible biomass. A fire with visible plume on MODIS is def biomass.
12:56 PM me: talia says MODIS has no visible plume over sydney on 16, but also there was cloud cover. I will go with 'possible biomass'",,,,,,,,"sarah henderson assessment 9/2/2010",,,,
515,,,,2004,"march 25: hs vis south illawarra with vis smoke, no vis hs in syd region",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2004085/crefl2_143.A2004085033001-2004085033500.500m.jpg",,
745,,,,2005,"april 2: vis hs in tamworth region, no vis smoke, possible biomass",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005092/crefl2_143.A2005092034501-2005092035000.500m.jpg",,
514,,,,2005,"Dec 28: NSW firefighters remain on high alert",,"smh.com",,,,,,,,,,,,,,,,,,,,,"media","NSW firefighters are on high alert for bushfire flare-ups amid extreme conditions of strong winds and soaring temperatures.

Rural Fire Service (RFS) spokesman Cameron Wade said 24 bushfires in NSW were all under control.

But with hot dry conditions prevailing across the state, a total fire ban has been issued for the Hunter, north western, upper and lower central western plains, southern slopes, Riverina, far western and south western fire districts.

It will remain in force until midnight (AEDT).

The temperature in Sydney was expected to reach 37 degrees Celsius, and up to 39 degrees in the western suburbs.

""Sydney has got away a little bit because of the cloud cover,"" Mr Wade said.

""Out west it's 39 degrees, with 60kph winds and high humidity.

""That's why we are keeping a close eye on it. If we get new fires in these conditions they can flare up very quickly.""

He said firefighters were prepared to jump on any outbreaks.

""It is a matter now of waiting to see what the weather does - making sure new fires are quickly brought under control and that burning fires don't break containment lines,"" Mr Wade said.

A 6,000 hectare fire is still burning in the Pilliga forest, near Narrabri in north-western NSW, after it flared up again late Tuesday.

A large bushfire was also burning in bushland at Wagga Wagga after breaking out about midday.

Of the 24 fires burning statewide, only two to three were caused by lightning, meaning the others were lit, either accidentally or deliberately, Mr Wade said.

A cooler, gusty change is predicted but temperatures will climb again on Thursday.

The Bureau of Meteorology said warm to hot weather would continue at least until Sunday.",,,,,,,,"sarah henderson TOMS assessment 9/2/2010:  Aerosol is quite light during this period, but one instrument shows Sydney being marginally affected on all days, while the other (OMI, came online in 2004) does not.  OMI is most sensitive to black carbon, so it might not show smoke from a cooler-burning fire.  The fire appears to be fire near the Victoria/NSW border, and could definitely affect Sydney if the wind conditions were right.  I expect that the concentrations are on the low end?  If they really were persistent across the 4 days I'd assume it was smoke from long-range transport.",,"http://www.smh.com.au/news/National/NSW-firefighters-brace-for-bushfires/2005/12/28/1135445594375.html",,
516,,,"Jacobsen,Geesche ;  Robotham, Julie",2006,"jan 3: Homes go as blazes hit NSW suburbs",,"the age",,,,,,,,,,,,,,,,,,,,,"media","BUSHFIRES swept into suburbs on the NSW Central Coast on a wide front late yesterday, destroying homes, vehicles and other property and forcing stretched firefighters to appeal to householders to do what they could to save their own homes.

Huge numbers of emergency personnel were deployed across the state as temperatures soared. Last night firefighters were battling to save homes on the Central Coast as 80 km/h winds fanned fires that had already destroyed three houses in Woy Woy and forced hundreds of residents to evacuate.

Residents were forced to flee, some by boat, as seven fires burnt in the area. Last night three were still burning. Fires in Belrose, Spencer, Appin and Merimbula, which had earlier threatened homes, had been contained but fire authorities were worried about strong southerly winds.

A farmer was last night flown from Junee to Concord Hospital, which houses one of the state's main burns units. He would go into intensive care immediately, a spokeswoman said.

Forty-four blazes were reported across the state as temperatures topped 45 degrees in some areas of Sydney, fanned by strong north-westerly winds.

A home on the outskirts of Junee was destroyed and eight cars were burnt out at the volunteer firefighters' headquarters at Phegan's Bay while firefighters were out battling the flames. About 45 aircraft had been used to fight fires.

It was unclear how many hectares had been burnt or were still burning.

More than 300 firefighters and up to seven water-bombing aircraft were battling to contain the flames, with support crews from Sydney rushing north.

The F3 freeway from Sydney to Newcastle, which had been closed earlier in the day, was opened southbound to clear a backlog of traffic, with fears that an imminent wind change could threaten thousands of stranded motorists. It was closed again about 8pm.

Meanwhile, a bushfire at Merrimbula that caused 40 homes to be evacuated was under control last night. The fire broke through containment lines and threatened homes on the headland, but turned back on itself when the wind swung to the south, allowing residents to return to their homes",,,,,,,,,,"http://www.theage.com.au/news/national/homes-go-as-blazes-hit-nsw-suburbs/2006/01/01/1136050346225.html",,
518,,,,2006,"sep 2: NSW: 40 firefighters battle shop blaze in Sydney",,"aap",,,,,,,,,,,,,,,,,,,,,"media","NSW:40 firefighters battle shop blaze in Sydney 

SYDNEY, Feb 9 AAP - Some 40 firefighters from eight brigades took an hour to put out 
a large fire at a row of shops in Sydney's west early this morning. 

NSW Fire Brigades Inspector Gordon Boath said the Burwood brigade was first on the 
scene at the corner of Liverpool Road and Coronation Parade, South Strathfield, about 
1.30am (AEDT). 

They called for assistance as one shop and the residence above it were well alight 
and the blaze was threatening adjacent premises. 

""Crews with air cylinders (breathing apparatus) conducted a search and rescue operation, 
and the premises were found to ...",,,,,,,,,,"http://www.highbeam.com/doc/1P1-118301152.html",,
523,,,,2004,"june 1: single hs vis in syd west..no vis smoke..possible biomass",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2004153/crefl1_143.A2004153003001-2004153003500.500m.jpg",,
517,,,,2004,"march 30: hs vis noth of nc, vis smoke in illawarra -",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2004090/crefl2_143.A2004090035001-2004090035500.1km.jpg",,
519,,,,2004,"may 6: hs vis in syd and west with vis smoke",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2004127/crefl2_143.A2004127040501-2004127041000.500m.jpg",,
520,,,,2004,"may 15: hs vis in nc, no vis hs in syd cant tell if there is smoke??",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2004138/crefl2_143.A2004138035000-2004138035500.500m.jpg",,
524,,,,2006,"feb 18: NSW: Fire breaks out at derelict factoyr in Sydney's south",,"aap",,,,,,,,,,,,,,,,,,,,,"media","AAP General News (Australia) 
02-18-2006 
NSW: Fire breaks out at derelict factory in Sydney's south 

SYDNEY, Feb 18 AAP - A fire at a derelict factory in Sydney's south has been brought 
under control. 

A fire spokesman said the fire brigade received several triple-0 calls about a blaze 
at a derelict factory on Taren Point Road at Caringbah about 1.15pm (AEDT) today. 

A total of seven ...",,,,,,,,,,"http://www.highbeam.com/doc/1P1-118651103.html",,
521,,,,2004,"may 21: hs vis west of sydney..some smoke…",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2004142/crefl2_143.A2004142032500-2004142033001.500m.jpg",,
522,,,,2006,"feb 12: NSW: fire closes park in Southern Sydney",,"aap",,,,,,,,,,,,,,,,,,,,,"media","02-12-2006 
NSW:Fire closes park in southern Sydney 

SYDNEY, Feb 12 AAP - Firefighters from eight brigades are battling a fire in a park 
in Sydney's south. 

Forty firefighters were trying to contain the blaze in Oatley Park, Oatley, which broke 
out about 3pm (AEDT) today, said NSW Fire Brigades Inspector Gordon Boath. 

""The ...",,,,,,,,,,"http://www.highbeam.com/doc/1P1-118357313.html",,
525,,,,2004,"nov 29: single hs vis in illawarra region..no smoke vis, possible biomass",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2004334/crefl2_143.A2004334032500-2004334032959.500m.jpg",,
526,,,,2005,"feb 7: hs vis in syd and illawarra no vis hs in nc- no vis smoke-possible biomass",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005038/crefl1_143.A2005038001000-2005038001500.500m.jpg",,
527,,,,2006,"sep 24: Bushfires wreak havoc NSW",,"the age",,,,,,,,,,,,,,,,,,,,,"media","A man died, six homes were destroyed and residents evacuated as bushfires fuelled by strong winds and high temperatures swept NSW today.

In an ominous sign for the summer ahead and vindicating recent warnings by authorities that the fire season would start early and be severe, wild fires fanned by hot winds of up to 100kph broke out in more 50 locations in the state.

The bushfires and winds caused power blackouts to more than 100,000 homes in the southern highlands, Western Sydney and the south coast and burned out more than 2,000 hectares of bushland.

Electricity was also cut to areas in Sydney's north and west, the Blue Mountains, and Central Coast.

A 52-year-old motorcyclist died when his bike was struck by a tree branch which fell during strong winds at Kangaroo Valley, on the south coast.

Four houses were razed near Picton, south-west of Sydney, and at least two more were destroyed near Cattai, in Sydney's north-west.

A woman was airlifted to Sydney's Liverpool Hospital after a tree branch fell on her at Thirlmere, near Picton.

She suffered neck and head injuries and was reported to be in a stable condition.

Five fires were also burning in the Hunter Valley, one of which came within several hundred metres of property at Redhead, an outer southern suburb of Newcastle.

Homes at Burrill Lake, near Ulladulla, in the Shoalhaven district on NSW's south coast were evacuated this morning as a large fire approached.

NSW Rural Fire Service (RFS) Commissioner Phil Koperberg said today's fire conditions were almost unprecedented for September.

""We've not had a day like this in September in history,"" he told ABC Television.

""Winds were over 100kph for much of the day and it was a very, very difficult day for firefighters.""

Conditions were improving tonight as temperatures dropped and cooler weather was expected in most affected areas tomorrow.

Firefighters were beginning backburning in many areas.

Residents in fire-affected areas were urged to remain on alert throughout the night in case spotfires broke out.

Hundreds of firefighters were involved in battling the blazes but aerial waterbombing was hampered because of treacherous winds.

Two firefighters who fought the bushfire near Redhead were taken to hospital and treated for minor burns and smoke inhalation.

A man and his two sons watched helplessly as his family home south west of Sydney was torn apart by fire.

The 59-year-old asked not to be named because his mother, who owns the house, is in a nursing home and has not been told the property has been destroyed.

The home was engulfed in flames just after 2pm (AEST) after a bushfire fanned by winds over 60kph swept through the area.

The man said he arrived at the house on Bakers Lodge Road in Oakdale near Wollondilly about 3pm today but two chimneys were all that remained.

Speaking next to the burning structure, he said he only had time to save two of his mother's three chickens in a nearby pen.

""I just looked around to see what was what,"" he said.

""This has always been home base.

""I don't know how to break the news to her (my mother).

A receptionist at the Redhead Bowling Club near the centre of the small coastal town said the fire burned precariously close to homes.

""It's about 100 metres away, and my house is about four houses up,"" she said.

""I can't really see too much, apart from the smoke.""

The bushfires and high winds caused power blackouts for more than 150,000 homes in parts of western and northern Sydney, the Blue Mountains and the central and south coasts.

A spokeswoman for Integral Energy said the strong winds were hampering repair crews and many customers might have to wait until tomorrow for power to be restored.

The State Emergency Service said it had received more than 2,000 calls for assistance - mostly for wind damage to properties, in Sydney, the Blue Mountains, Hunter Valley and South Coast.

Extra SES volunteers from Queanbeyan, Yass, Wagga Wagga and Namoi are being called in to help deal with the damage.

- AAP",,,,,,,,,,"http://www.theage.com.au/news/national/bushfires-wreak-havoc/2006/09/24/1159036403070.html",,
528,,,,2006,"sept 24: Bushfires claim homes in NSW",,"news.com.au",,,,,,,,,,,,,,,,,,,,,"media","The NSW Rural Fire Service said today homes have been destroyed by a bushfire burning out of control at Thirlmere, near Picton south-west of Sydney.

High temperatures and strong winds have firefighters struggling to control bushfires across NSW today, a Rural Fire Service (RFS) spokesman said.

A fire also has come within 500 metres of property at Redhead, an outer southern suburb of Newcastle, in the Hunter region.

Homes at Burrill Lake, near Ulladulla on the south coast, were being evacuated earlier today as a fire approached, and fires also are burning on the central coast and on the outskirts of Sydney.

RFS spokesman Cameron Wade said Commissioner Phil Koperberg had ordered all the state's rural fire stations to open and bushfire emergencies could be declared at Thirlmere and Redhead.

""We're finding it hard to control the fires because of the windy conditions,"" Mr Wade said.

However, the weather was expected to improve tonight, Mr Wade said.

NSW Fire Brigades spokesman Gordon Boath said a wind change had pushed the head of the fire away from Redhead, but the suburb was still under threat from the flank of the blaze.

The head of the fire is now moving towards a nearby industrial area.

Inspector Boath said firefighters were confident they could protect homes at Redhead from the fire.

""We've got sufficient resources on that interface to protect property, should it be necessary,"" he said.",,,,,,,,,,"http://www.news.com.au/couriermail/story/0,23739,20467919-29277,00.html",,
529,,,,2006,"oct 9: Bushfires under control nsw",,"the australian",,,,,,,,,,,,,,,,,,,,,"media","FIREFIGHTERS working through the night have contained a bushfire on Sydney's northern beaches, authorities say.

The fire blackened more than 250ha at Cromer, after starting about 12.30pm AEST yesterday, NSW Police said in a statement. 

It is believed an unauthorised burn-off flared out of control. 

No property was damaged and there were no injuries or evacuations, but the Wakehurst Parkway was still closed today. 

About 150 firefighters worked to contain the fire overnight.",,,,,,,,,,"http://www.theaustralian.news.com.au/story/0,20867,20548538-2702,00.html",,
590,,,"Magilic, Anita",2009,"jan 25: Sydney weathers the drama of heat, wind and fire…even the relilef was extreme",,"smh.com.au",,,,,,,,,,,,,,,,,,,,,"media","RELIEF came late for Sydneysiders who sweltered through temperatures up to 42 degrees yesterday.

At least 13 bushfires raged across NSW yesterday, an elderly woman died in a house fire and another woman jumped from a second-floor balcony to save her life after separate blazes destroyed four homes.

Beaches were packed as people tried to beat the heat while others sought out air-conditioned movie theatres and shopping centres.

At least three people were taken to hospitals with heat exhaustion.

Lifesavers were busy with surf rescues, treating people with heat complaints. And a man had his hand mangled in an apparent shark attack at Surf Beach, near Batemans Bay, about 4.30pm.

Temperatures hit 40.1 degrees in the Sydney CBD and a high of 42.4 at Olympic Park in the west.

The mercury also broke the 40 mark in Bankstown, Richmond and Penrith, before a southerly change that dropped temperatures about 10 degrees about 6.30pm.

A Parramatta resident recorded 47 degrees on her veranda while shoppers reported that four stores in the inner-west had sold out of portable air-conditioners.

But the cooling wind also brought problems, with trees and power lines brought down across the metropolitan area.

""We're receiving calls about once every two minutes,"" fire brigades spokesman Ian Krimmer said.

A total fire ban was imposed across most of the state.

At 4pm demand for electricity in NSW reached 12,622 megawatts, near the all-time high for this summer of 13,581 megawatts, according to National Electricity Market Management Company.

""That high was set on a weekday when demand is higher because businesses are running and there's a lot more load on the network,"" corporate communications general manager Paul Bird said.

Bruna Pene died in a house fire in Steward Street at Hammondville, in Sydney's south-west, about 1.30am yesterday.

""The fire was just too fierce,"" a neighbour said.

Two hours later, a woman escaped with minor injuries when she jumped from the second floor of a burning block of units at Maryville, in Newcastle.


Story Picture:",,,,,,,,,,"http://www.smh.com.au/text/articles/2009/01/24/1232471664032.html",,
746,,,,2005,"may 19: single hs vis in Tamworth area, no vis smoke",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2006139/crefl1_143.A2006139000000-2006139000459.500m.jpg",,
530,,,,2006,"Oct 11: Bushfire breaks out in Sydney's east",,"the australian",,,,,,,,,,,,,,,,,,,,,"media","FOUR-wheel-drive water tankers have helped contain a fire burning in bushland in Sydney's east.

Three tankers were used to skirt the fire's perimeter on the sandy bushland tracks, which are inaccessible to standard fire engines.

The four-hectare fire broke out in bushland at Malabar about 10am (AEST) today and took about an hour-and-a-half to contain.

NSW Fire Brigades Inspector Gordon Boath said no homes were under threat, but the fire continued to burn near the Anzac Rifle Range on the headland.

The fire, which is being fanned by north-easterly winds, is burning slowly because of the area's lush vegetation, he said.",,,,,,,,,,"http://www.theaustralian.news.com.au/story/0,25197,20562267-5006784,00.html",,
423,,,,2003," jan 10:  NSW: Fires threaten property in Sydney's south",,"aap",,,,,,,,,,,,,,,,,,,,,"media","NSW: Fires threaten property in Sydney's south 

SYDNEY, Jan 10 AAP - A bushfire burning in Sydney's south could threaten properties, the NSW Rural Fire Service (RFS) said today. 

The Bellambi West fire is burning in Cataract Gorge, north of Wilton. 

""The fire is burning four to five hundred metres from MacArthur Drive,"" an RFS spokeswoman said. 

""There are 100 firefighters at the scene. They are waiting for weather to improve so they can begin backburning tonight."" 

Concerns are also held for Wilton Road and the northern side of Douglas Park Rd. 

The fire was caused by a lightning strike on Wednesday night",,,,,,,,,,"http://www.highbeam.com/doc/1P1-70921300.html",,
531,,,,2006,"Oct 13: Bushfires rage out of control nsw",,"the Daily Telegraph",,,,,,,,,,,,,,,,,,,,,"media","BUSHFIRES in Sydney's south-west and in the Kosciuszko National Park are burning out of control, with scorching temperatures and squally winds predicted today. 

The conditions are expected to fan the 45 hectare fire burning near the Holsworthy army base at Kentlyn, a NSW Rural Fire Service spokesman said.

An 800 hectare fire in the Kosciuszko National Park near Khancoban has been burning since Monday and has not been contained.

Total fire bans have been issued in six districts across NSW.

Meanwhile, a bushfire that threatened homes at Heddon Greta yesterday may have been deliberately lit.

Residents of Young and Hall streets, whose homes were in the path of the fire, said a couple of teenagers were seen running from bushland shortly after the fire started about 11am.

""A couple of 12 or 13-year-olds came out to the back of the property here,"" Hall St resident Brendan Horgan said.

Start of sidebar. Skip to end of sidebar.
Podcast: Reporter Andre Khoury reports from fire zone


Interactive map: Bushfires rage across the country
End of sidebar. Return to start of sidebar.
""They then did the Harry bolter.""

A NSW Rural Fire Service spokeswoman said a cause of the fire was under investigation and could not rule out the actions of firebugs.

Fire authorities said about 15 homes were in danger of being destroyed by the fire, which destroyed more than 20 hectares of bushland.

Two water-bombing helicopters, six NSW Fire Brigade crews and more than 20 RFS volunteers fought the blaze.

""Property protection was put in place,"" NSW Fire Brigade incident controller Mark Delves said. ""That was successful.""

Kelly Egan, along with her husband Mick, stood on their driveway and watched the flames come less than 500m from their front door.

""I was inside on my computer and I came out and all the smoke went over my house,"" said Mrs Egan, who is three months pregnant.

""It was frightening.""

The couple, along with their five-year-old daughter, parked their car, which they packed with clothes and photos, a short distance away in case they were ordered to evacuate.

""You don't know what to think,"" Mr Egan said.

""I was at work, my wife rang me up and said 'you'd better get home'.""

Nearby residents also took precautions, hosing down their roofs and front lawns.

Meanwhile in another flare up, more than a dozen firefighters fought a blaze near Dora Creek, with the fire not posing a threat to any properties.",,,,,,,,,,"http://www.dailytelegraph.com.au/news/nsw-act/bushfires-rage-out-of-control/story-e6freuzi-1111112354804",,
532,,,,2006,"Oct 12: Bushfires rage across four states",,"the australian",,,,,,,,,,,,,,,,,,,,,"media","MORE than 130 bushfires are blazing across four states, threatening homes in Tasmania and farmland in NSW, Victoria and South Australia.

In NSW, 17 firefighters are fighting a blaze at Hawkemount Road at Dora Creek, near Lake Macquarie in the Hunter Valley while a small blaze also is burning in remote bushland at Bents Basin, in Sydney's far south-west. 

The Rural Fire Service said properties were no longer under threat from a bushfire burning in the NSW Hunter Valley.

The fire in bushland at Heddon Greta, northwest of Newcastle, broke out about 11.15am (AEST) today and is understood to have had three separate ignition points. At the fire's peak, there were 15 RFS tankers and six NSW Fire Brigade appliances battling to protect residential properties in Hall Street and Forbes Crescent. 

An RFS spokesman said the hot and dry weather conditions had eased during the afternoon and the fire, which grew to about 20 hectares, is now mostly contained. 

""A small area to the northwest of the fire area is still burning,"" the spokesman said. ""There are no properties under threat at this stage. There have been no reports of any damage or losses due to this fire.""

The cause of the fire is still under investigation.",,,,,,,,,,"http://www.theaustralian.news.com.au/story/0,20867,20568200-601,00.html",,
586,,,,2009,"jan 16: Humidity brings relief as Sydney bushfires conatined",,"smh.com.au",,,,,,,,,,,,,,,,,,,,,"media","Bushfire emergencies in Sydney's north have been largely contained but a bushfire is still raging in the state's sweltering north and lightning storms may have ignited more fires across the state, the Rural Fire Service (RFS) says.

Milder conditions and light rain in the Sydney area late on Thursday and early on Friday have helped the RFS extinguish the blaze near Londonderry Road at Londonderry, which destroyed numerous trucks, cars and sheds but no properties on Thursday.

""We have had crews on the fire grounds overnight monitoring the fires and they will continue to monitor them throughout the day,"" RFS spokesman Anthony Clark said.

The blaze in Mount Kuring-gai in Sydney's north had also been contained, a spokeswoman for NSW Fire Brigades told AAP, with patrols working to ensure there were no further flare-ups.

""They've still got a lot of smoke in the area and there's little stumps still smouldering, but basically it's all over and done with,"" she said.

The blaze, at the rear of a factory",,,,,,,,,,"http://www.smh.com.au/news/national/humidity-brings-relief-as-sydney-bushfires-contained/2009/01/16/1231608940290.html",,
533,,,,2006,"Nov 13: Sydney factory fire still burning",,"ABC news online",,,,,,,,,,,,,,,,,,,,,"media","A large factory fire that forced the evacuation of 100 residents from their homes in Sydney's west is expected to continue to burn throughout the day.

A two level complex of factories on Frances Street in Lidcombe has been destroyed by fire.

The Commissioner of the New South Wales Fire Brigade, Greg Mullins, says police evacuated about 30 homes, but there are no reports of injuries.

""It's a big complex with multiple occupancies, there's automotive parts, graphic designs, a lot of cardboard and plastic packaging,"" he said.

""We're not quite sure what's in there but it's fuelled the fire and made it spread extremely quickly and flames were going up to 20 metres above the roof so very intense fire.""

Firefighters have stopped the flames from spreading to neighbouring factories and homes. 

Fire Superintendent Ian Krimmer says most residents have now been allowed to return home.

""We currently have 50 firefighters on scene,"" he said.

""They'll remain on scene throughout the day and it is possible that this fire could continue to burn and smoulder for several more days.

""The roof and walls have collapsed inwards and it will take some time to get to the seats of the fires to extinguish them and investigations could also take several days to determine the cause of the fire.""",,,,,,,,,,"http://www.abc.net.au/cgi-bin/common/printfriendly.pl?http://www.abc.net.au/news/newsitems/200611/s1786767.htm",,
587,,,,2009,"Jan 15: Fire kept from homes Sydney",,"news.com.au",,,,,,,,,,,,,,,,,,,,,"media","RESIDENTS teamed up with firefighters today to help save their properties threatened by a bushfire on Sydney's north western outskirts.

The Rural Fire Service (RFS) said a bushfire emergency had been declared for a blaze near Londonderry Road, Londonderry, with 150 firefighters and 35 trucks responding. 

A number of properties were under threat, but RFS spokesman Anthony Clark said an early evening southerly had dramatically changed conditions on the fireground. 

""As a result of the wind change (about 5.30pm AEDT) - that southerly coming through gusting at 70km/h - we have seen numerous sheds, trucks and cars destroyed, but no homes,'' he said.

""We did property protection with the residents to defend those homes. 

""We are starting to see that fire activity dropping off there.'' 

A Londonderry resident, who only wanted to be known as Donna, said the fire had been burning close to her home but then the southerly intervened. 

""We were actually not home earlier, we had someone ring and say your street is on fire, you need to get home,'' she said.

""We dropped everything, my husband was on his way home from work and I was out shopping, and raced home. 

""We were prepared to do what we needed to do.'' 

The RFS praised the efforts of Londonderry residents in preparing their properties for fires. 

It also advised the locals to remain vigilant and to keep in touch with the fire crews.",,,,,,,,,,"http://www.news.com.au/adelaidenow/story/0,22606,24917906-5005962,00.html",,
